DISSOLVED OXYGEN (mg/L),PERCENTAGE DISSOLVED OXYGEN (%),PH (???),TEMPERATURE (°C),TURBIDITY (NTU),date,quality
5.08,59.46,7.61,16.443,6.12,2023-06-23 09:01:24,97.2
4.46,52.2,7.59,15.585,2.11,2023-06-23 08:01:24,100.0
5.12,60.09,7.67,15.142,4.83,2023-06-23 07:01:24,100.0
5.34,62.63,7.66,15.255,1.82,2023-06-23 06:01:24,100.0
5.82,68.32,7.69,15.667,2.75,2023-06-23 05:01:24,100.0
5.48,64.2,7.63,16.556,5.42,2023-06-23 04:01:24,98.95
4.91,57.46,7.54,17.474,4.34,2023-06-23 03:01:24,100.0
3.54,41.54,7.42,17.688,2.19,2023-06-23 02:01:24,100.0
3.44,40.41,7.4,18.091,2.11,2023-06-23 01:01:24,100.0
3.18,37.17,7.39,18.63,4.07,2023-06-23 00:01:24,100.0
4.12,48.18,7.48,18.272,4.38,2023-06-22 23:01:24,100.0
4.34,50.83,7.5,17.728,4.37,2023-06-22 22:01:24,100.0
4.68,54.98,7.55,17.113,4.59,2023-06-22 21:01:24,100.0
4.98,58.8,7.6,16.538,3.98,2023-06-22 20:01:24,100.0
4.65,54.65,7.61,15.517,2.44,2023-06-22 19:01:24,100.0
5.42,63.69,7.66,15.6,2.21,2023-06-22 18:01:24,100.0
5.71,67.24,7.67,16.226,3.17,2023-06-22 17:01:24,100.0
5.37,63.23,7.59,17.226,4.65,2023-06-22 16:01:24,100.0
5.11,59.94,7.52,18.235,6.83,2023-06-22 15:01:24,95.425
4.14,48.35,7.43,18.171,3.09,2023-06-22 14:01:24,100.0
2.87,33.35,7.37,18.52,4.9,2023-06-22 13:01:24,100.0
3.52,40.78,7.39,18.95,4.73,2023-06-22 12:01:24,100.0
3.95,45.64,7.43,18.437,4.82,2023-06-22 11:01:24,100.0
4.11,47.7,7.47,17.822,7.64,2023-06-22 10:01:24,93.4
4.53,52.55,7.53,16.944,4.24,2023-06-22 09:01:24,100.0
4.53,52.84,7.57,15.991,4.0,2023-06-22 08:01:24,100.0
4.32,50.42,7.59,15.266,2.43,2023-06-22 07:01:24,100.0
5.34,62.48,7.69,14.843,2.02,2023-06-22 06:01:24,100.0
5.47,63.97,7.67,15.127,2.1,2023-06-22 05:01:24,100.0
5.7,66.67,7.67,15.887,4.0,2023-06-22 04:01:24,100.0
5.13,59.85,7.56,17.021,5.72,2023-06-22 03:01:24,98.2
4.88,56.81,7.51,17.689,6.79,2023-06-22 02:01:24,95.525
3.69,43.08,7.42,17.759,3.83,2023-06-22 01:01:24,100.0
3.13,36.28,7.37,18.748,5.13,2023-06-22 00:01:24,99.675
3.85,44.55,7.42,18.78,5.91,2023-06-21 23:01:24,97.725
3.92,45.61,7.43,18.133,3.85,2023-06-21 22:01:24,100.0
4.05,47.4,7.48,17.69,6.62,2023-06-21 21:01:24,95.95
4.51,53.0,7.54,16.985,3.61,2023-06-21 20:01:24,100.0
4.58,53.7,7.59,15.845,3.5,2023-06-21 19:01:24,100.0
4.5,52.75,7.6,15.036,1.78,2023-06-21 18:01:24,100.0
5.54,65.09,7.66,15.484,2.28,2023-06-21 17:01:24,100.0
5.56,65.27,7.63,16.545,6.05,2023-06-21 16:01:24,97.375
5.05,59.15,7.52,17.715,9.76,2023-06-21 15:01:24,88.1
4.73,54.87,7.46,18.286,8.57,2023-06-21 14:01:24,91.075
2.99,34.63,7.35,18.285,2.94,2023-06-21 13:01:24,100.0
2.92,33.57,7.38,18.844,5.03,2023-06-21 12:01:24,99.925
2.9,33.34,7.37,18.61,5.25,2023-06-21 11:01:24,99.375
4.06,46.82,7.42,18.24,9.84,2023-06-21 10:01:24,87.9
4.15,48.04,7.45,17.746,8.13,2023-06-21 09:01:24,92.175
4.46,51.87,7.51,16.95,3.89,2023-06-21 08:01:24,100.0
4.39,51.31,7.55,16.08,3.84,2023-06-21 07:01:24,100.0
4.8,56.33,7.62,15.479,3.5,2023-06-21 06:01:24,100.0
5.0,58.76,7.65,15.319,1.82,2023-06-21 05:01:24,100.0
5.73,67.22,7.67,15.807,5.53,2023-06-21 04:01:24,98.675
5.38,62.96,7.59,16.709,8.67,2023-06-21 03:01:24,90.825
4.65,54.03,7.47,17.766,8.28,2023-06-21 02:01:24,91.8
4.59,53.28,7.45,18.172,10.63,2023-06-21 01:01:24,85.925
3.26,37.91,7.36,18.389,3.69,2023-06-21 00:01:24,100.0
3.86,44.36,7.4,18.807,8.37,2023-06-20 23:01:24,91.575
3.98,46.02,7.43,18.549,9.36,2023-06-20 22:01:24,89.1
4.25,49.44,7.46,18.153,8.51,2023-06-20 21:01:24,91.225
4.45,52.07,7.5,17.511,6.85,2023-06-20 20:01:24,95.375
4.94,58.14,7.58,16.712,5.62,2023-06-20 19:01:24,98.45
5.23,61.75,7.64,15.92,4.2,2023-06-20 18:01:24,100.0
5.71,67.54,7.7,15.694,3.55,2023-06-20 17:01:24,100.0
5.88,69.5,7.68,16.2,5.67,2023-06-20 16:01:24,98.325
5.7,67.33,7.6,17.061,8.75,2023-06-20 15:01:24,90.625
5.26,61.84,7.5,18.049,12.03,2023-06-20 14:01:24,82.425
5.0,58.47,7.45,18.706,10.5,2023-06-20 13:01:24,86.25
4.08,47.71,7.37,18.893,10.5,2023-06-20 12:01:24,86.25
4.32,50.05,7.41,19.21,15.77,2023-06-20 11:01:24,75.0
4.24,49.31,7.41,18.976,12.2,2023-06-20 10:01:24,82.0
4.66,54.47,7.42,18.632,16.93,2023-06-20 09:01:24,75.0
5.02,56.92,7.5,18.094,214.4,2023-06-20 08:01:24,75.0
5.08,60.0,7.53,17.059,9.96,2023-06-20 07:01:24,87.6
4.98,59.05,7.56,16.224,4.04,2023-06-20 06:01:24,100.0
4.64,55.02,7.56,15.781,3.6,2023-06-20 05:01:24,100.0
6.16,72.89,7.67,15.926,4.44,2023-06-20 04:01:24,100.0
6.38,75.5,7.66,16.635,7.52,2023-06-20 03:01:24,93.7
5.93,69.95,7.55,17.6,9.88,2023-06-20 02:01:24,87.8
5.4,63.56,7.45,18.675,11.21,2023-06-20 01:01:24,84.475
4.54,53.53,7.37,18.889,4.58,2023-06-20 00:01:24,100.0
2.91,34.14,7.29,19.633,7.01,2023-06-19 23:01:24,94.975
4.36,51.18,7.38,19.586,9.39,2023-06-19 22:01:24,89.025
5.25,61.99,7.45,19.068,13.12,2023-06-19 21:01:24,79.7
5.27,62.42,7.5,18.403,8.57,2023-06-19 20:01:24,91.075
5.24,62.48,7.55,17.72,7.63,2023-06-19 19:01:24,93.425
5.49,65.58,7.59,17.078,6.46,2023-06-19 18:01:24,96.35
5.11,60.69,7.61,15.965,4.49,2023-06-19 17:01:24,100.0
6.39,75.95,7.69,16.242,3.76,2023-06-19 16:01:24,100.0
6.73,80.13,7.69,17.064,9.04,2023-06-19 15:01:24,89.9
6.38,75.79,7.62,17.859,18.28,2023-06-19 14:01:24,75.0
6.0,70.62,7.52,18.599,13.79,2023-06-19 13:01:24,78.025
5.63,65.69,7.47,18.849,11.08,2023-06-19 12:01:24,84.8
3.64,42.39,7.35,19.102,7.76,2023-06-19 11:01:24,93.1
4.45,51.79,7.42,18.92,9.31,2023-06-19 10:01:24,89.225
5.54,64.61,7.5,18.614,12.42,2023-06-19 09:01:24,81.45
5.86,68.72,7.56,18.047,11.68,2023-06-19 08:01:24,83.3
5.72,67.43,7.57,17.491,8.6,2023-06-19 07:01:24,91.0
5.75,68.12,7.63,16.623,7.36,2023-06-19 06:01:24,94.1
5.41,64.33,7.63,16.119,4.07,2023-06-19 05:01:24,100.0
6.43,76.36,7.71,15.955,3.13,2023-06-19 04:01:24,100.0
6.64,78.85,7.71,16.346,5.72,2023-06-19 03:01:24,98.2
6.72,79.69,7.69,16.921,6.41,2023-06-19 02:01:24,96.475
6.56,77.49,7.63,17.692,8.07,2023-06-19 01:01:24,92.325
6.32,74.29,7.58,18.387,9.28,2023-06-19 00:01:24,89.3
5.24,61.61,7.48,18.691,7.04,2023-06-18 23:01:24,94.9
4.52,52.93,7.47,18.86,7.27,2023-06-18 22:01:24,94.325
6.03,70.88,7.56,18.718,9.29,2023-06-18 21:01:24,89.275
5.9,69.73,7.56,18.133,6.29,2023-06-18 20:01:24,96.775
6.19,73.45,7.62,17.749,7.05,2023-06-18 19:01:24,94.875
6.49,77.35,7.69,17.033,5.94,2023-06-18 18:01:24,97.65
6.08,72.61,7.67,16.441,3.95,2023-06-18 17:01:24,100.0
5.9,70.22,7.66,16.063,2.77,2023-06-18 16:01:24,100.0
6.84,81.56,7.74,16.509,4.65,2023-06-18 15:01:24,100.0
6.98,83.02,7.73,16.866,8.36,2023-06-18 14:01:24,91.6
6.8,80.65,7.66,17.581,11.78,2023-06-18 13:01:24,83.05
6.72,79.04,7.61,18.507,10.18,2023-06-18 12:01:24,87.05
6.16,71.98,7.55,18.606,11.07,2023-06-18 11:01:24,84.825
4.1,47.65,7.43,18.657,7.29,2023-06-18 10:01:24,94.275
5.48,63.9,7.52,18.496,9.4,2023-06-18 09:01:24,89.0
6.16,72.1,7.59,18.104,12.31,2023-06-18 08:01:24,81.725
6.27,73.88,7.63,17.6,9.77,2023-06-18 07:01:24,88.075
5.94,70.16,7.63,16.875,6.88,2023-06-18 06:01:24,95.3
6.13,72.66,7.68,16.253,5.45,2023-06-18 05:01:24,98.875
5.78,68.67,7.68,15.872,3.97,2023-06-18 04:01:24,100.0
6.26,74.36,7.7,15.91,2.63,2023-06-18 03:01:24,100.0
7.09,84.14,7.75,16.347,5.79,2023-06-18 02:01:24,98.025
6.88,81.46,7.71,17.062,6.95,2023-06-18 01:01:24,95.125
6.72,79.27,7.64,17.934,8.37,2023-06-18 00:01:24,91.575
6.35,74.61,7.58,18.507,6.93,2023-06-17 23:01:24,95.175
4.41,51.76,7.42,18.804,5.92,2023-06-17 22:01:24,97.7
5.34,62.71,7.51,18.801,7.5,2023-06-17 21:01:24,93.75
6.32,74.51,7.61,18.571,9.33,2023-06-17 20:01:24,89.175
6.29,74.49,7.63,18.011,8.69,2023-06-17 19:01:24,90.775
6.35,75.48,7.65,17.507,8.65,2023-06-17 18:01:24,90.875
6.12,72.85,7.67,16.711,5.46,2023-06-17 17:01:24,98.85
5.9,70.38,7.68,16.133,3.8,2023-06-17 16:01:24,100.0
6.33,75.27,7.71,15.965,5.44,2023-06-17 15:01:24,98.9
7.05,83.99,7.76,16.429,5.85,2023-06-17 14:01:24,97.875
7.1,84.39,7.74,16.925,8.68,2023-06-17 13:01:24,90.8
6.9,81.74,7.68,17.737,9.93,2023-06-17 12:01:24,87.675
6.68,78.38,7.62,18.34,8.9,2023-06-17 11:01:24,90.25
5.8,67.86,7.53,18.462,6.79,2023-06-17 10:01:24,95.525
5.33,62.2,7.49,18.744,6.53,2023-06-17 09:01:24,96.175
6.16,71.99,7.59,18.492,9.78,2023-06-17 08:01:24,88.05
6.41,75.42,7.63,17.94,9.76,2023-06-17 07:01:24,88.1
6.46,76.35,7.66,17.517,6.98,2023-06-17 06:01:28,95.05
6.32,74.96,7.69,16.677,7.22,2023-06-17 05:01:24,94.45
6.44,76.45,7.72,16.026,4.53,2023-06-17 04:01:24,100.0
6.54,77.72,7.72,15.809,2.94,2023-06-17 03:01:24,100.0
6.86,81.36,7.75,16.119,4.45,2023-06-17 02:01:24,100.0
7.21,85.56,7.76,16.609,6.2,2023-06-17 01:01:24,97.0
7.14,84.61,7.71,17.46,8.02,2023-06-17 00:01:24,92.45
7.04,83.36,7.65,18.478,7.13,2023-06-16 23:01:24,94.675
6.59,77.66,7.61,18.712,7.42,2023-06-16 22:01:24,93.95
4.73,55.69,7.46,18.931,8.7,2023-06-16 21:01:24,90.75
6.42,75.79,7.61,18.904,7.93,2023-06-16 20:01:24,92.675
6.9,81.95,7.67,18.674,10.14,2023-06-16 19:01:24,87.15
6.73,79.94,7.68,17.872,6.99,2023-06-16 18:01:24,95.025
6.83,81.64,7.72,17.446,6.03,2023-06-16 17:01:24,97.425
6.85,81.95,7.76,16.679,5.25,2023-06-16 16:01:24,99.375
5.47,64.83,7.64,15.688,3.36,2023-06-16 15:01:24,100.0
6.58,77.86,7.75,15.698,3.36,2023-06-16 14:01:24,100.0
7.33,86.97,7.78,16.236,5.78,2023-06-16 13:01:24,98.05
7.37,87.32,7.78,16.764,5.25,2023-06-16 12:01:24,99.375
7.39,86.86,7.72,17.592,8.27,2023-06-16 11:01:24,91.825
6.81,79.29,7.63,17.778,6.88,2023-06-16 10:01:24,95.3
4.67,54.14,7.43,18.179,4.22,2023-06-16 09:01:24,100.0
6.13,71.0,7.58,18.244,7.05,2023-06-16 08:01:24,94.875
6.79,78.87,7.65,17.746,10.39,2023-06-16 07:01:24,86.525
6.81,79.71,7.68,17.285,9.39,2023-06-16 06:01:24,89.025
6.72,78.92,7.71,16.866,6.85,2023-06-16 05:01:24,95.375
6.67,78.49,7.72,16.155,5.55,2023-06-16 04:01:24,98.625
5.38,63.56,7.65,15.589,5.69,2023-06-16 03:01:24,98.275
6.67,78.76,7.75,15.55,3.34,2023-06-16 02:01:24,100.0
7.32,86.36,7.8,15.975,5.66,2023-06-16 01:01:24,98.35
7.38,86.96,7.76,16.571,8.49,2023-06-16 00:01:24,91.275
7.63,89.84,7.75,17.617,9.18,2023-06-15 23:01:24,89.55
7.8,91.72,7.75,18.292,8.4,2023-06-15 22:01:24,91.5
6.37,74.54,7.59,18.146,4.88,2023-06-15 21:01:24,100.0
6.79,79.57,7.64,18.681,4.94,2023-06-15 20:01:24,100.0
6.71,78.93,7.65,18.637,6.1,2023-06-15 19:01:24,97.25
7.65,90.32,7.75,18.475,8.58,2023-06-15 18:01:24,91.05
6.81,80.59,7.71,17.502,7.23,2023-06-15 17:01:24,94.425
6.82,81.04,7.72,16.935,5.39,2023-06-15 16:01:24,99.025
5.98,70.89,7.69,16.143,4.39,2023-06-15 15:01:24,100.0
5.33,62.67,7.64,15.214,2.38,2023-06-15 14:01:24,100.0
6.87,80.61,7.77,15.182,2.84,2023-06-15 13:01:24,100.0
7.34,86.35,7.79,15.92,5.42,2023-06-15 12:01:24,98.95
7.37,86.53,7.76,16.538,7.65,2023-06-15 11:01:24,93.375
7.2,83.54,7.7,17.056,9.47,2023-06-15 10:01:24,88.825
6.92,80.2,7.67,17.188,11.42,2023-06-15 09:01:24,83.95
4.66,53.62,7.44,17.667,2.35,2023-06-15 08:01:24,100.0
6.52,74.89,7.6,17.731,6.63,2023-06-15 07:01:24,95.925
6.63,76.65,7.65,17.187,7.66,2023-06-15 06:01:24,93.35
6.71,78.1,7.69,16.864,7.41,2023-06-15 05:01:24,93.975
6.77,79.04,7.72,16.407,8.01,2023-06-15 04:01:24,92.475
6.47,75.78,7.7,15.78,4.35,2023-06-15 03:01:24,100.0
5.85,68.68,7.66,15.322,3.03,2023-06-15 02:01:24,100.0
7.0,82.18,7.77,15.382,2.99,2023-06-15 01:01:24,100.0
7.29,85.56,7.78,15.886,4.24,2023-06-15 00:01:24,100.0
7.37,86.33,7.76,16.68,7.02,2023-06-14 23:01:24,94.95
7.53,88.18,7.73,17.624,8.08,2023-06-14 22:01:24,92.3
7.61,88.72,7.73,18.019,7.97,2023-06-14 21:01:24,92.575
5.92,68.75,7.54,17.829,3.87,2023-06-14 20:01:24,100.0
6.94,80.85,7.65,18.401,7.89,2023-06-14 19:01:24,92.775
6.43,75.11,7.61,18.228,4.5,2023-06-14 18:01:24,100.0
7.24,84.88,7.71,18.029,8.42,2023-06-14 17:01:24,91.45
6.82,80.21,7.71,17.001,8.11,2023-06-14 16:01:24,92.225
6.52,76.78,7.71,16.397,6.37,2023-06-14 15:01:24,96.575
6.23,73.09,7.7,15.538,3.79,2023-06-14 14:01:24,100.0
5.56,64.81,7.64,14.85,2.75,2023-06-14 13:01:24,100.0
6.88,80.2,7.77,14.92,3.84,2023-06-14 12:01:24,100.0
7.26,84.63,7.79,15.311,7.3,2023-06-14 11:01:24,94.25
7.27,84.36,7.75,16.158,8.03,2023-06-14 10:01:24,92.425
7.08,81.55,7.69,16.578,6.59,2023-06-14 09:01:24,96.025
6.49,74.99,7.63,16.657,4.57,2023-06-14 08:01:24,100.0
4.83,55.31,7.45,17.184,1.93,2023-06-14 07:01:24,100.0
5.71,65.12,7.54,17.239,3.64,2023-06-14 06:01:24,100.0
6.34,72.66,7.63,16.829,6.54,2023-06-14 05:01:24,96.15
6.26,72.31,7.64,16.511,5.68,2023-06-14 04:01:24,98.3
6.42,74.4,7.68,16.163,6.18,2023-06-14 03:01:24,97.05
6.39,74.57,7.7,15.775,4.97,2023-06-14 02:01:24,100.0
6.24,72.89,7.71,15.089,3.55,2023-06-14 01:01:24,100.0
6.79,79.31,7.74,15.195,3.3,2023-06-14 00:01:24,100.0
7.22,84.45,7.78,15.892,6.75,2023-06-13 23:01:24,95.625
7.37,85.98,7.76,16.471,6.99,2023-06-13 22:01:24,95.025
7.1,82.55,7.69,16.973,8.3,2023-06-13 21:01:24,91.75
6.38,73.69,7.6,17.158,4.89,2023-06-13 20:01:24,100.0
6.15,70.54,7.58,16.7,5.99,2023-06-13 19:01:24,97.525
6.63,76.78,7.58,18.53,4.93,2023-06-13 18:01:24,100.0
6.43,74.39,7.59,18.034,4.4,2023-06-13 17:01:24,100.0
6.62,76.79,7.64,17.624,7.09,2023-06-13 16:01:28,94.775
6.41,74.94,7.65,17.229,5.44,2023-06-13 15:01:24,98.9
5.93,69.21,7.64,16.09,6.98,2023-06-13 14:01:24,95.05
6.05,70.11,7.7,14.957,4.22,2023-06-13 13:01:24,100.0
5.87,67.96,7.69,14.404,4.4,2023-06-13 12:01:24,100.0
6.74,78.0,7.76,14.505,4.19,2023-06-13 11:01:24,100.0
7.2,83.13,7.79,14.915,5.32,2023-06-13 10:01:24,99.2
7.21,82.83,7.75,15.699,7.62,2023-06-13 09:01:24,93.45
6.9,78.98,7.69,15.985,7.15,2023-06-13 08:01:24,94.625
5.2,59.65,7.51,16.075,2.59,2023-06-13 07:01:24,100.0
5.76,65.78,7.55,16.431,4.8,2023-06-13 06:01:24,100.0
4.84,54.76,7.46,16.899,5.47,2023-06-13 05:01:24,98.825
5.46,61.95,7.53,16.519,7.94,2023-06-13 04:01:24,92.65
5.45,62.44,7.56,16.162,4.77,2023-06-13 03:01:24,100.0
5.72,65.87,7.61,15.876,4.61,2023-06-13 02:01:24,100.0
6.37,73.77,7.69,15.557,4.53,2023-06-13 01:01:24,100.0
5.89,68.44,7.68,14.927,3.68,2023-06-13 00:01:24,100.0
6.86,79.61,7.75,14.994,3.17,2023-06-12 23:01:24,100.0
7.08,82.07,7.75,15.459,4.36,2023-06-12 22:01:24,100.0
6.99,80.84,7.71,15.909,9.16,2023-06-12 21:01:24,89.6
7.03,80.58,7.68,16.479,9.99,2023-06-12 20:01:24,87.525
5.86,66.92,7.52,16.738,4.83,2023-06-12 19:01:24,100.0
5.39,61.1,7.5,16.276,5.48,2023-06-12 18:01:24,98.8
6.11,69.91,7.51,18.148,5.84,2023-06-12 17:01:24,97.9
6.3,71.99,7.56,17.827,8.07,2023-06-12 16:01:24,92.325
6.23,71.08,7.59,16.921,7.69,2023-06-12 15:01:24,93.275
6.64,76.22,7.65,16.712,7.44,2023-06-12 14:01:24,93.9
6.24,71.82,7.67,15.659,4.95,2023-06-12 13:01:24,100.0
6.08,69.93,7.69,14.677,4.23,2023-06-12 12:01:24,100.0
5.68,65.47,7.69,14.174,4.88,2023-06-12 11:01:24,100.0
6.71,77.19,7.75,14.184,2.63,2023-06-12 10:01:24,100.0
7.09,81.27,7.77,14.708,5.57,2023-06-12 09:01:24,98.575
7.02,80.11,7.74,14.868,6.02,2023-06-12 08:01:24,97.45
7.03,79.53,7.69,15.582,7.85,2023-06-12 07:01:24,92.875
5.11,57.84,7.5,15.694,4.54,2023-06-12 06:01:24,100.0
5.38,60.74,7.51,15.866,6.35,2023-06-12 05:01:24,96.625
4.44,49.58,7.41,16.562,4.7,2023-06-12 04:01:24,100.0
5.49,61.38,7.52,16.342,5.53,2023-06-12 03:01:24,98.675
5.81,65.57,7.56,15.86,5.28,2023-06-12 02:01:24,99.3
5.99,68.02,7.62,15.585,5.29,2023-06-12 01:01:24,99.275
6.27,71.73,7.66,15.278,4.99,2023-06-12 00:01:24,100.0
6.07,69.86,7.68,14.694,4.14,2023-06-11 23:01:24,100.0
6.15,70.69,7.67,14.609,2.44,2023-06-11 22:01:24,100.0
7.12,81.63,7.74,15.151,4.75,2023-06-11 21:01:24,100.0
7.03,80.18,7.72,15.335,6.05,2023-06-11 20:01:24,97.375
6.92,78.22,7.65,15.692,5.65,2023-06-11 19:01:24,98.375
6.88,77.08,7.59,16.32,5.56,2023-06-11 18:01:24,98.6
6.24,69.45,7.51,16.465,7.13,2023-06-11 17:01:24,94.675
5.63,62.53,7.45,17.023,8.26,2023-06-11 16:01:24,91.85
6.78,75.18,7.56,17.153,7.44,2023-06-11 15:01:25,93.9
6.49,72.15,7.57,16.434,7.75,2023-06-11 14:01:24,93.125
6.62,73.77,7.61,16.083,7.92,2023-06-11 13:01:24,92.7
6.38,72.03,7.66,15.351,6.1,2023-06-11 12:01:24,97.25
5.87,66.89,7.64,14.749,4.75,2023-06-11 11:01:24,100.0
5.11,58.55,7.62,14.313,4.58,2023-06-11 10:01:24,100.0
6.35,72.89,7.71,14.2,5.08,2023-06-11 09:01:24,99.8
6.91,78.93,7.75,14.503,5.09,2023-06-11 08:01:24,99.775
7.02,79.43,7.72,15.028,6.63,2023-06-11 07:01:24,95.925
7.1,79.58,7.69,15.314,9.69,2023-06-11 06:01:24,88.275
6.74,75.39,7.61,15.677,4.25,2023-06-11 05:01:24,100.0
5.43,60.43,7.49,15.9,5.5,2023-06-11 04:01:24,98.75
4.83,52.95,7.43,16.153,4.95,2023-06-11 03:01:24,100.0
5.88,64.75,7.54,15.989,5.71,2023-06-11 02:01:24,98.225
6.46,71.94,7.59,15.789,5.37,2023-06-11 01:01:24,99.075
5.94,66.64,7.58,15.541,5.73,2023-06-11 00:01:24,98.175
6.41,72.83,7.66,15.336,6.66,2023-06-10 23:01:24,95.85
6.16,70.66,7.65,14.988,4.42,2023-06-10 22:01:24,100.0
6.43,73.82,7.7,14.737,4.28,2023-06-10 21:01:24,100.0
7.19,82.12,7.74,15.094,4.86,2023-06-10 20:01:24,100.0
7.26,82.04,7.67,15.7,6.24,2023-06-10 19:01:24,96.9
7.44,83.4,7.67,16.034,8.05,2023-06-10 18:01:24,92.375
7.5,83.03,7.63,16.63,7.3,2023-06-10 17:01:24,94.25
6.33,69.45,7.5,16.503,5.08,2023-06-10 16:01:24,99.8
6.35,69.32,7.5,16.86,7.74,2023-06-10 15:01:24,93.15
7.01,76.45,7.57,16.727,7.1,2023-06-10 14:01:24,94.75
7.15,78.23,7.62,16.225,9.98,2023-06-10 13:01:24,87.55
6.86,75.63,7.61,15.9,5.76,2023-06-10 12:01:24,98.1
6.48,72.52,7.63,15.373,4.67,2023-06-10 11:01:24,100.0
6.13,69.21,7.64,14.693,4.05,2023-06-10 10:01:24,100.0
5.98,68.02,7.64,14.326,4.38,2023-06-10 09:01:24,100.0
6.18,70.59,7.68,14.164,4.22,2023-06-10 08:01:24,100.0
6.81,77.38,7.71,14.386,4.5,2023-06-10 07:01:24,100.0
7.26,81.31,7.71,14.81,6.35,2023-06-10 06:01:24,96.625
6.94,76.48,7.62,15.288,4.16,2023-06-10 05:01:24,100.0
7.22,79.21,7.63,15.49,4.99,2023-06-10 04:01:24,100.0
6.16,67.3,7.52,15.792,3.91,2023-06-10 03:01:24,100.0
5.99,64.63,7.52,15.896,4.9,2023-06-10 02:01:24,100.0
6.81,73.82,7.59,15.792,5.37,2023-06-10 01:01:24,99.075
7.18,78.73,7.65,15.59,5.44,2023-06-10 00:01:24,98.9
6.85,75.85,7.64,15.349,6.77,2023-06-09 23:01:24,95.575
6.59,74.16,7.65,15.042,5.1,2023-06-09 22:01:24,99.75
6.3,71.75,7.64,14.775,4.39,2023-06-09 21:01:24,100.0
5.97,68.12,7.63,14.571,4.2,2023-06-09 20:01:24,100.0
7.1,80.73,7.7,14.981,5.28,2023-06-09 19:01:24,99.3
7.4,83.18,7.68,15.322,5.99,2023-06-09 18:01:24,97.525
7.74,85.69,7.69,15.784,8.45,2023-06-09 17:01:24,91.375
8.0,87.16,7.66,16.042,6.13,2023-06-09 16:01:24,97.175
7.26,78.47,7.6,16.052,7.23,2023-06-09 15:01:24,94.425
6.88,73.98,7.56,16.203,8.28,2023-06-09 14:01:24,91.8
7.61,81.79,7.64,16.004,8.0,2023-06-09 13:01:24,92.5
7.76,83.83,7.68,15.725,7.12,2023-06-09 12:01:24,94.7
7.34,80.3,7.67,15.381,5.85,2023-06-09 11:01:24,97.875
6.65,73.76,7.63,14.99,6.15,2023-06-09 10:01:24,97.125
6.22,69.97,7.64,14.565,5.72,2023-06-09 09:01:24,98.2
5.74,65.22,7.62,14.299,4.39,2023-06-09 08:01:24,100.0
5.75,65.45,7.62,14.22,2.95,2023-06-09 07:01:24,100.0
6.88,77.79,7.71,14.392,3.31,2023-06-09 06:01:24,100.0
7.1,79.46,7.68,14.708,7.32,2023-06-09 05:01:24,94.2
7.37,80.88,7.65,15.167,6.34,2023-06-09 04:01:24,96.65
7.43,80.84,7.64,15.478,4.85,2023-06-09 03:01:24,100.0
6.88,74.9,7.58,15.632,4.26,2023-06-09 02:01:24,100.0
6.75,72.69,7.58,15.722,4.46,2023-06-09 01:01:24,100.0
7.44,80.71,7.65,15.659,5.43,2023-06-09 00:01:24,98.925
7.17,78.71,7.65,15.434,5.11,2023-06-08 23:01:24,99.725
6.81,75.57,7.64,15.175,6.65,2023-06-08 22:01:24,95.875
6.43,72.45,7.65,14.818,5.02,2023-06-08 21:01:24,99.95
5.95,67.75,7.64,14.576,4.76,2023-06-08 20:01:24,100.0
6.21,70.95,7.65,14.448,5.9,2023-06-08 19:01:28,97.75
6.67,75.75,7.67,14.712,4.36,2023-06-08 18:01:24,100.0
7.11,80.05,7.66,15.056,5.58,2023-06-08 17:01:24,98.55
7.38,81.98,7.64,15.445,5.73,2023-06-08 16:01:24,98.175
7.98,87.36,7.69,15.811,7.15,2023-06-08 15:01:24,94.625
7.34,79.61,7.61,15.842,5.97,2023-06-08 14:01:24,97.575
7.27,78.61,7.63,15.867,12.24,2023-06-08 13:01:24,81.9
7.51,81.57,7.64,15.773,10.98,2023-06-08 12:01:24,85.05
7.54,82.28,7.66,15.629,6.42,2023-06-08 11:01:24,96.45
7.09,78.51,7.65,15.3,8.43,2023-06-08 10:01:24,91.425
6.43,71.8,7.61,14.994,6.36,2023-06-08 09:01:24,96.6
6.06,68.69,7.63,14.58,5.61,2023-06-08 08:01:24,98.475
5.68,64.9,7.61,14.385,5.03,2023-06-08 07:01:24,99.925
6.19,70.79,7.67,14.343,4.58,2023-06-08 06:01:24,100.0
6.86,77.9,7.69,14.554,7.34,2023-06-08 05:01:24,94.15
6.87,77.3,7.65,14.904,6.51,2023-06-08 04:01:24,96.225
7.01,77.79,7.61,15.374,6.4,2023-06-08 03:01:24,96.5
7.42,81.52,7.63,15.752,5.83,2023-06-08 02:01:24,97.925
6.29,68.86,7.54,15.909,4.62,2023-06-08 01:01:24,100.0
7.17,78.52,7.62,15.909,6.01,2023-06-08 00:01:24,97.475
7.33,80.6,7.66,15.811,7.25,2023-06-07 23:01:24,94.375
7.08,78.89,7.65,15.502,8.86,2023-06-07 22:01:24,90.35
6.73,75.61,7.63,15.236,7.6,2023-06-07 21:01:24,93.5
6.19,70.46,7.64,14.826,5.89,2023-06-07 20:01:24,97.775
6.7,76.85,7.7,14.558,6.11,2023-06-07 19:01:24,97.225
6.64,76.32,7.7,14.489,4.87,2023-06-07 18:01:24,100.0
